story_id	bytes	mb	ok	error
47378	4535356	4.33	True	-
47379	4535250	4.33	True	-
47380	2294050	2.19	True	-
47381	2384654	2.27	True	-
47382	2294114	2.19	True	-
47383	2294057	2.19	True	-
47384	2293972	2.19	True	-
47385	940628	0.90	True	-
47386	945247	0.90	True	-
47387	940597	0.90	True	-
47388	945264	0.90	True	-
47389	945132	0.90	True	-
47390	19999616	19.07	True	-
47391	21097381	20.12	True	-
47392	21097484	20.12	True	-
47393	19999686	19.07	True	-
47394	19999642	19.07	True	-
47395	20549477	19.60	True	-
47396	20543224	19.59	True	-
47397	20549573	19.60	True	-
47398	20549554	19.60	True	-
47399	20543222	19.59	True	-
47400	25386537	24.21	True	-
47401	26419284	25.20	True	-
47402	25386543	24.21	True	-
47403	25386489	24.21	True	-
47404	25386469	24.21	True	-
47405	453365	0.43	True	-
47406	466736	0.45	True	-
47407	453443	0.43	True	-
47408	466689	0.45	True	-
47409	466731	0.45	True	-
47410	62607	0.06	True	-
47411	167900	0.16	True	-
47412	167968	0.16	True	-
47413	62623	0.06	True	-
47414	167884	0.16	True	-
47415	621707	0.59	True	-
47416	516333	0.49	True	-
47417	516579	0.49	True	-
47418	516347	0.49	True	-
47419	621632	0.59	True	-
47420	934462	0.89	True	-
47421	917110	0.87	True	-
47422	917107	0.87	True	-
47423	917118	0.87	True	-
47424	934538	0.89	True	-
47425	5436402	5.18	True	-
47426	5174120	4.93	True	-
47427	5436424	5.18	True	-
47428	5174060	4.93	True	-
47429	5174022	4.93	True	-
47430	31217778	29.77	True	-
47431	22745630	21.69	True	-
47432	22745657	21.69	True	-
47433	22745617	21.69	True	-
47434	31217798	29.77	True	-
47435	10808536	10.31	True	-
47436	9129798	8.71	True	-
47437	10808569	10.31	True	-
47438	9129886	8.71	True	-
47439	9129760	8.71	True	-
47440	18208881	17.37	True	-
47441	14124605	13.47	True	-
47442	14124599	13.47	True	-
47443	18208812	17.37	True	-
47444	14124596	13.47	True	-
47445	658461	0.63	True	-
47446	622283	0.59	True	-
47447	658476	0.63	True	-
47448	658467	0.63	True	-
47449	622307	0.59	True	-
47450	588327	0.56	True	-
47451	715364	0.68	True	-
47452	588254	0.56	True	-
47453	588251	0.56	True	-
47454	715391	0.68	True	-
47455	31906121	30.43	True	-
47456	31001908	29.57	True	-
47457	31906301	30.43	True	-
47458	31906173	30.43	True	-
47459	31906218	30.43	True	-
47460	3472093	3.31	True	-
47461	3887064	3.71	True	-
47462	3887162	3.71	True	-
47463	3472033	3.31	True	-
47464	3471991	3.31	True	-
47465	7501701	7.15	True	-
47466	8185616	7.81	True	-
47467	7501601	7.15	True	-
47468	8185637	7.81	True	-
47469	7501666	7.15	True	-
47470	2858517	2.73	True	-
47471	2722714	2.60	True	-
47472	2858487	2.73	True	-
47473	2722689	2.60	True	-
47474	2722648	2.60	True	-
47475	22170625	21.14	True	-
47476	24403843	23.27	True	-
47477	22170636	21.14	True	-
47478	22170627	21.14	True	-
47479	24403916	23.27	True	-
47480	4319968	4.12	True	-
47481	3848159	3.67	True	-
47482	4320126	4.12	True	-
47483	3848316	3.67	True	-
47484	3848185	3.67	True	-
47485	3950123	3.77	True	-
47486	4316653	4.12	True	-
47487	4316683	4.12	True	-
47488	4316641	4.12	True	-
47489	3950087	3.77	True	-
47490	2055620	1.96	True	-
47491	1925748	1.84	True	-
47492	1925637	1.84	True	-
47493	1925725	1.84	True	-
47494	2055679	1.96	True	-
47495	10860798	10.36	True	-
47496	12922895	12.32	True	-
47497	10860737	10.36	True	-
47498	10860815	10.36	True	-
47499	10860767	10.36	True	-
47500	123279	0.12	True	-
47501	119561	0.11	True	-
47502	119602	0.11	True	-
47503	123355	0.12	True	-
47504	119522	0.11	True	-
47505	6863857	6.55	True	-
47506	8180823	7.80	True	-
47507	8180823	7.80	True	-
47508	6863770	6.55	True	-
47509	8180866	7.80	True	-
47510	2187515	2.09	True	-
47511	2359849	2.25	True	-
47512	2187516	2.09	True	-
47513	2187537	2.09	True	-
47514	2187479	2.09	True	-
47515	2513420	2.40	True	-
47516	2436008	2.32	True	-
47517	2513487	2.40	True	-
47518	2513495	2.40	True	-
47519	2513454	2.40	True	-
47520	2442918	2.33	True	-
47521	2619260	2.50	True	-
47522	2442901	2.33	True	-
47523	2442922	2.33	True	-
47524	2442901	2.33	True	-
47525	2792502	2.66	True	-
47526	2394691	2.28	True	-
47527	2792591	2.66	True	-
47528	2792538	2.66	True	-
47529	2394820	2.28	True	-
47530	304781	0.29	True	-
47531	256281	0.24	True	-
47532	304778	0.29	True	-
47533	304711	0.29	True	-
47534	304732	0.29	True	-
47535	1853518	1.77	True	-
47536	1882024	1.79	True	-
47537	1882088	1.79	True	-
47538	1853430	1.77	True	-
47539	1882126	1.79	True	-
47540	9361567	8.93	True	-
47541	9748759	9.30	True	-
47542	9748820	9.30	True	-
47543	9361563	8.93	True	-
47544	9748855	9.30	True	-
47545	26413489	25.19	True	-
47546	28498880	27.18	True	-
47547	26413415	25.19	True	-
47548	28498853	27.18	True	-
47549	28498868	27.18	True	-
47550	5564396	5.31	True	-
47551	4974042	4.74	True	-
47552	4974074	4.74	True	-
47553	4974064	4.74	True	-
47554	5564352	5.31	True	-
47555	586791	0.56	True	-
47556	613800	0.59	True	-
47557	586733	0.56	True	-
47558	613892	0.59	True	-
47559	613815	0.59	True	-
47560	46787233	44.62	True	-
47561	49293404	47.01	True	-
47562	49293606	47.01	True	-
47563	49293406	47.01	True	-
47564	46787207	44.62	True	-
47565	7856675	7.49	True	-
47566	7380868	7.04	True	-
47567	7380926	7.04	True	-
47568	7856760	7.49	True	-
47569	7856709	7.49	True	-
47570	16771893	15.99	True	-
47571	17238805	16.44	True	-
47572	16771996	16.00	True	-
47573	16771957	15.99	True	-
47574	17238812	16.44	True	-
47575	294881	0.28	True	-
47576	276785	0.26	True	-
47577	294865	0.28	True	-
47578	294953	0.28	True	-
47579	294868	0.28	True	-
47580	4627781	4.41	True	-
47581	4828613	4.60	True	-
47582	4828538	4.60	True	-
47583	4627705	4.41	True	-
47584	4627782	4.41	True	-
47585	2108830	2.01	True	-
47586	2128487	2.03	True	-
47587	2128536	2.03	True	-
47588	2128560	2.03	True	-
47589	2108790	2.01	True	-
47590	10558000	10.07	True	-
47591	11490930	10.96	True	-
47592	10558002	10.07	True	-
47593	11490835	10.96	True	-
47594	10557966	10.07	True	-
47595	7282724	6.95	True	-
47596	6651061	6.34	True	-
47597	7282723	6.95	True	-
47598	7282741	6.95	True	-
47599	7282739	6.95	True	-
47600	16719845	15.95	True	-
47601	17070333	16.28	True	-
47602	16719816	15.95	True	-
47603	16719795	15.95	True	-
47604	16719880	15.95	True	-
47605	14621619	13.94	True	-
47606	13543140	12.92	True	-
47607	13543086	12.92	True	-
47608	14621635	13.94	True	-
47609	13543044	12.92	True	-
47610	342729	0.33	True	-
47611	381617	0.36	True	-
47612	381515	0.36	True	-
47613	381635	0.36	True	-
47614	342661	0.33	True	-
47615	6025957	5.75	True	-
47616	4635255	4.42	True	-
47617	6025893	5.75	True	-
47618	6025910	5.75	True	-
47619	6025887	5.75	True	-
47620	13257786	12.64	True	-
47621	13529034	12.90	True	-
47622	13528830	12.90	True	-
47623	13528831	12.90	True	-
47624	13257752	12.64	True	-
47625	17163581	16.37	True	-
47626	13314956	12.70	True	-
47627	13314919	12.70	True	-
47628	17163591	16.37	True	-
47629	17163580	16.37	True	-
47630	6870212	6.55	True	-
47631	6906731	6.59	True	-
47632	6870255	6.55	True	-
47633	6906715	6.59	True	-
47634	6870173	6.55	True	-
47635	3970674	3.79	True	-
47636	4195105	4.00	True	-
47637	3970771	3.79	True	-
47638	4195132	4.00	True	-
47639	4195107	4.00	True	-
47640	3189610	3.04	True	-
47641	3034629	2.89	True	-
47642	3189585	3.04	True	-
47643	3189629	3.04	True	-
47644	3189640	3.04	True	-
47645	6518346	6.22	True	-
47646	6174503	5.89	True	-
47647	6518331	6.22	True	-
47648	6518448	6.22	True	-
47649	6174537	5.89	True	-
47650	23284148	22.21	True	-
47651	23117387	22.05	True	-
47652	23284131	22.21	True	-
47653	23284097	22.21	True	-
47654	23117460	22.05	True	-
47655	1042975	0.99	True	-
47656	1195052	1.14	True	-
47657	1195078	1.14	True	-
47658	1042934	0.99	True	-
47659	1042977	0.99	True	-
47660	3430257	3.27	True	-
47661	4129479	3.94	True	-
47662	4129528	3.94	True	-
47663	3430240	3.27	True	-
47664	3430143	3.27	True	-
47665	56745073	54.12	True	-
47666	57121514	54.48	True	-
47667	57121500	54.48	True	-
47668	57121454	54.48	True	-
47669	56745150	54.12	True	-
47670	21421956	20.43	True	-
47671	14649721	13.97	True	-
47672	14649806	13.97	True	-
47673	21422002	20.43	True	-
47674	21422072	20.43	True	-
47675	5256788	5.01	True	-
47676	5110316	4.87	True	-
47677	5256809	5.01	True	-
47678	5256674	5.01	True	-
47679	5256685	5.01	True	-
47680	11735517	11.19	True	-
47681	12512767	11.93	True	-
47682	11735545	11.19	True	-
47683	11735576	11.19	True	-
47684	11735650	11.19	True	-
47685	1114095	1.06	True	-
47686	1590626	1.52	True	-
47687	1114023	1.06	True	-
47688	1590539	1.52	True	-
47689	1114009	1.06	True	-
47690	5262549	5.02	True	-
47691	5568119	5.31	True	-
47692	5262631	5.02	True	-
47693	5262587	5.02	True	-
47694	5568149	5.31	True	-
47695	4196974	4.00	True	-
47696	4261101	4.06	True	-
47697	4197019	4.00	True	-
47698	4196925	4.00	True	-
47699	4196897	4.00	True	-
47700	1534125	1.46	True	-
47701	1145310	1.09	True	-
47702	1534151	1.46	True	-
47703	1534165	1.46	True	-
47704	1145270	1.09	True	-
47705	15811196	15.08	True	-
47706	23375337	22.29	True	-
47707	15811234	15.08	True	-
47708	15811251	15.08	True	-
47709	15811206	15.08	True	-
47710	7038875	6.71	True	-
47711	7006211	6.68	True	-
47712	7038924	6.71	True	-
47713	7038920	6.71	True	-
47714	7038860	6.71	True	-
47715	765812	0.73	True	-
47716	808767	0.77	True	-
47717	808670	0.77	True	-
47718	808752	0.77	True	-
47719	765896	0.73	True	-
47720	76157834	72.63	True	-
47721	68368282	65.20	True	-
47722	76157800	72.63	True	-
47723	76157950	72.63	True	-
47724	68368260	65.20	True	-
47725	27298593	26.03	True	-
47726	27307898	26.04	True	-
47727	27298762	26.03	True	-
47728	27298554	26.03	True	-
47729	27307866	26.04	True	-
47730	18422112	17.57	True	-
47731	18180812	17.34	True	-
47732	18180792	17.34	True	-
47733	18422246	17.57	True	-
47734	18180838	17.34	True	-
47735	24525495	23.39	True	-
47736	26035367	24.83	True	-
47737	24525508	23.39	True	-
47738	24525449	23.39	True	-
47739	24525515	23.39	True	-
47740	10139059	9.67	True	-
47741	14263750	13.60	True	-
47742	10139084	9.67	True	-
47743	10139093	9.67	True	-
47744	14263627	13.60	True	-
47745	3705041	3.53	True	-
47746	5361543	5.11	True	-
47747	3705012	3.53	True	-
47748	5361525	5.11	True	-
47749	3705088	3.53	True	-
47750	14572941	13.90	True	-
47751	13209535	12.60	True	-
47752	14572933	13.90	True	-
47753	14572926	13.90	True	-
47754	13209515	12.60	True	-
47755	9602749	9.16	True	-
47756	6034518	5.75	True	-
47757	9602715	9.16	True	-
47758	6034447	5.75	True	-
47759	6034433	5.75	True	-
47760	8215094	7.83	True	-
47761	8954499	8.54	True	-
47762	8215145	7.83	True	-
47763	8215187	7.83	True	-
47764	8954610	8.54	True	-
47765	10533258	10.05	True	-
47766	9165245	8.74	True	-
47767	10533174	10.05	True	-
47768	10533181	10.05	True	-
47769	10533204	10.05	True	-
47770	2212498	2.11	True	-
47771	2040768	1.95	True	-
47772	2212495	2.11	True	-
47773	2212613	2.11	True	-
47774	2212575	2.11	True	-
47775	961192	0.92	True	-
47776	917073	0.87	True	-
47777	917038	0.87	True	-
47778	917049	0.87	True	-
47779	961207	0.92	True	-
47780	6063204	5.78	True	-
47781	5684795	5.42	True	-
47782	5684767	5.42	True	-
47783	5684817	5.42	True	-
47784	6063308	5.78	True	-
47785	19592306	18.68	True	-
47786	21873871	20.86	True	-
47787	19592460	18.68	True	-
47788	21873855	20.86	True	-
47789	21873922	20.86	True	-
47790	1592101	1.52	True	-
47791	3489769	3.33	True	-
47792	1592117	1.52	True	-
47793	1591978	1.52	True	-
47794	1592060	1.52	True	-
47795	4582357	4.37	True	-
47796	4655600	4.44	True	-
47797	4582290	4.37	True	-
47798	4582267	4.37	True	-
47799	4655617	4.44	True	-
47800	1756017	1.67	True	-
47801	1953403	1.86	True	-
47802	1756027	1.67	True	-
47803	1756059	1.67	True	-
47804	1756048	1.67	True	-
47805	1907763	1.82	True	-
47806	2063064	1.97	True	-
47807	2063085	1.97	True	-
47808	1907795	1.82	True	-
47809	1907875	1.82	True	-
47810	1609045	1.53	True	-
47811	1606682	1.53	True	-
47812	1609122	1.53	True	-
47813	1606823	1.53	True	-
47814	1606822	1.53	True	-
47815	5287202	5.04	True	-
47816	6748858	6.44	True	-
47817	6748843	6.44	True	-
47818	5287175	5.04	True	-
47819	6748839	6.44	True	-
47820	1604745	1.53	True	-
47821	3408899	3.25	True	-
47822	3408877	3.25	True	-
47823	1604716	1.53	True	-
47824	1604807	1.53	True	-
47825	21596695	20.60	True	-
47826	24432389	23.30	True	-
47827	21596690	20.60	True	-
47828	21596735	20.60	True	-
47829	24432229	23.30	True	-
47830	1445538	1.38	True	-
47831	1720903	1.64	True	-
47832	1445495	1.38	True	-
47833	1445510	1.38	True	-
47834	1445525	1.38	True	-
47835	410483	0.39	True	-
47836	282362	0.27	True	-
47837	410516	0.39	True	-
47838	282311	0.27	True	-
47839	410417	0.39	True	-
47840	9805556	9.35	True	-
47841	11226059	10.71	True	-
47842	11226118	10.71	True	-
47843	9805550	9.35	True	-
47844	11226078	10.71	True	-
47845	2702931	2.58	True	-
47846	3360259	3.20	True	-
47847	3360236	3.20	True	-
47848	2702964	2.58	True	-
47849	3360321	3.20	True	-
47850	10284663	9.81	True	-
47851	10434168	9.95	True	-
47852	10434173	9.95	True	-
47853	10284693	9.81	True	-
47854	10434118	9.95	True	-
47855	1094744	1.04	True	-
47856	767334	0.73	True	-
47857	1094783	1.04	True	-
47858	1094811	1.04	True	-
47859	1094742	1.04	True	-
47860	15474035	14.76	True	-
47861	15474168	14.76	True	-
47862	15474122	14.76	True	-
47863	15474066	14.76	True	-
47864	15474075	14.76	True	-
47865	11178201	10.66	True	-
47866	11326160	10.80	True	-
47867	11326221	10.80	True	-
47868	11326065	10.80	True	-
47869	11178272	10.66	True	-
47870	777541	0.74	True	-
47871	723229	0.69	True	-
47872	777550	0.74	True	-
47873	777489	0.74	True	-
47874	777583	0.74	True	-
47875	5910798	5.64	True	-
47876	4848992	4.62	True	-
47877	5910822	5.64	True	-
47878	4848922	4.62	True	-
47879	4848973	4.62	True	-
47880	31953634	30.47	True	-
47881	26772689	25.53	True	-
47882	26772774	25.53	True	-
47883	31953616	30.47	True	-
47884	31953551	30.47	True	-
47885	5939743	5.66	True	-
47886	5502343	5.25	True	-
47887	5939700	5.66	True	-
47888	5939658	5.66	True	-
47889	5939657	5.66	True	-
47890	29656393	28.28	True	-
47891	25157382	23.99	True	-
47892	25157348	23.99	True	-
47893	25157461	23.99	True	-
47894	29656610	28.28	True	-
47895	6472757	6.17	True	-
47896	5976633	5.70	True	-
47897	5976671	5.70	True	-
47898	5976667	5.70	True	-
47899	6472686	6.17	True	-
47900	3912244	3.73	True	-
47901	3683802	3.51	True	-
47902	3912214	3.73	True	-
47903	3912297	3.73	True	-
47904	3683735	3.51	True	-
47905	5325559	5.08	True	-
47906	6208517	5.92	True	-
47907	5325677	5.08	True	-
47908	6208635	5.92	True	-
47909	5325718	5.08	True	-
47910	11544445	11.01	True	-
47911	12831751	12.24	True	-
47912	11544454	11.01	True	-
47913	11544517	11.01	True	-
47914	11544468	11.01	True	-
47915	10344706	9.87	True	-
47916	11279665	10.76	True	-
47917	10344644	9.87	True	-
47918	10344769	9.87	True	-
47919	11279713	10.76	True	-
47920	8034246	7.66	True	-
47921	6764473	6.45	True	-
47922	8034240	7.66	True	-
47923	8034211	7.66	True	-
47924	8034193	7.66	True	-
47925	15336060	14.63	True	-
47926	16712479	15.94	True	-
47927	15336127	14.63	True	-
47928	16712434	15.94	True	-
47929	15336118	14.63	True	-
47930	35506200	33.86	True	-
47931	37164963	35.44	True	-
47932	37164954	35.44	True	-
47933	37164967	35.44	True	-
47934	35506269	33.86	True	-
47935	2050993	1.96	True	-
47936	2072956	1.98	True	-
47937	2051036	1.96	True	-
47938	2072874	1.98	True	-
47939	2072936	1.98	True	-
47940	7010869	6.69	True	-
47941	6105132	5.82	True	-
47942	7010826	6.69	True	-
47943	7010956	6.69	True	-
47944	6105060	5.82	True	-
47945	9351254	8.92	True	-
47946	7400312	7.06	True	-
47947	7400332	7.06	True	-
47948	9351244	8.92	True	-
47949	7400409	7.06	True	-
47950	12105660	11.54	True	-
47951	8586834	8.19	True	-
47952	12105777	11.54	True	-
47953	12105696	11.54	True	-
47954	12105789	11.54	True	-
47955	1615866	1.54	True	-
47956	1262253	1.20	True	-
47957	1615843	1.54	True	-
47958	1615814	1.54	True	-
47959	1615866	1.54	True	-
47960	2284315	2.18	True	-
47961	3157803	3.01	True	-
47962	2284374	2.18	True	-
47963	2284378	2.18	True	-
47964	3157746	3.01	True	-
47965	13000273	12.40	True	-
47966	14664255	13.98	True	-
47967	14664269	13.98	True	-
47968	13000295	12.40	True	-
47969	13000399	12.40	True	-
47970	12336295	11.76	True	-
47971	12352854	11.78	True	-
47972	12352863	11.78	True	-
47973	12352882	11.78	True	-
47974	12336367	11.76	True	-
47975	29885619	28.50	True	-
47976	28500352	27.18	True	-
47977	29885669	28.50	True	-
47978	29885643	28.50	True	-
47979	29885611	28.50	True	-
47980	6753749	6.44	True	-
47981	3145657	3.00	True	-
47982	3145614	3.00	True	-
47983	6753734	6.44	True	-
47984	6753820	6.44	True	-
47985	21865762	20.85	True	-
47986	14648587	13.97	True	-
47987	14648577	13.97	True	-
47988	14648623	13.97	True	-
47989	21865652	20.85	True	-
47990	24525733	23.39	True	-
47991	21762846	20.75	True	-
47992	24525703	23.39	True	-
47993	24525693	23.39	True	-
47994	24525759	23.39	True	-
47995	36306198	34.62	True	-
47996	39679664	37.84	True	-
47997	39679709	37.84	True	-
47998	39679688	37.84	True	-
47999	36306292	34.62	True	-
48000	3415180	3.26	True	-
48001	3160284	3.01	True	-
48002	3160378	3.01	True	-
48003	3415103	3.26	True	-
48004	3415109	3.26	True	-
48005	57414490	54.75	True	-
48006	61613063	58.76	True	-
48007	61613043	58.76	True	-
48008	57414444	54.75	True	-
48009	57414433	54.75	True	-
48010	9227799	8.80	True	-
48011	10453875	9.97	True	-
48012	9227961	8.80	True	-
48013	10453904	9.97	True	-
48014	9227827	8.80	True	-
48015	7823402	7.46	True	-
48016	7856796	7.49	True	-
48017	7823486	7.46	True	-
48018	7856690	7.49	True	-
48019	7823398	7.46	True	-
48020	12504959	11.93	True	-
48021	12986101	12.38	True	-
48022	12986136	12.38	True	-
48023	12986146	12.38	True	-
48024	12505032	11.93	True	-
48025	48339879	46.10	True	-
48026	75957369	72.44	True	-
48027	75957434	72.44	True	-
48028	75957402	72.44	True	-
48029	48339884	46.10	True	-
48030	609136	0.58	True	-
48031	635181	0.61	True	-
48032	635178	0.61	True	-
48033	635116	0.61	True	-
48034	609119	0.58	True	-
48035	410172	0.39	True	-
48036	1797713	1.71	True	-
48037	1797745	1.71	True	-
48038	1797822	1.71	True	-
48039	410241	0.39	True	-
48040	17379484	16.57	True	-
48041	13434882	12.81	True	-
48042	13434962	12.81	True	-
48043	17379479	16.57	True	-
48044	17379430	16.57	True	-
48045	25497868	24.32	True	-
48046	24390910	23.26	True	-
48047	24390842	23.26	True	-
48048	24390856	23.26	True	-
48049	25497882	24.32	True	-
48050	14741213	14.06	True	-
48051	15704279	14.98	True	-
48052	15704306	14.98	True	-
48053	14741221	14.06	True	-
48054	14741159	14.06	True	-
48055	15830235	15.10	True	-
48056	18302557	17.45	True	-
48057	15830224	15.10	True	-
48058	15830279	15.10	True	-
48059	18302609	17.45	True	-
48060	64868045	61.86	True	-
48061	62262282	59.38	True	-
48062	62262399	59.38	True	-
48063	62262312	59.38	True	-
48064	64868034	61.86	True	-
48065	17318641	16.52	True	-
48066	15792112	15.06	True	-
48067	17318744	16.52	True	-
48068	17318700	16.52	True	-
48069	17318685	16.52	True	-
48070	476129	0.45	True	-
48071	489074	0.47	True	-
48072	476304	0.45	True	-
48073	489105	0.47	True	-
48074	489060	0.47	True	-
48075	10886498	10.38	True	-
48076	9620096	9.17	True	-
48077	9620013	9.17	True	-
48078	9620071	9.17	True	-
48079	10886482	10.38	True	-
48080	9120606	8.70	True	-
48081	12661384	12.07	True	-
48082	9120576	8.70	True	-
48083	12661470	12.07	True	-
48084	9120530	8.70	True	-
48085	5686968	5.42	True	-
48086	4805768	4.58	True	-
48087	5686837	5.42	True	-
48088	5686908	5.42	True	-
48089	5686896	5.42	True	-
48090	1488461	1.42	True	-
48091	1011269	0.96	True	-
48092	1011204	0.96	True	-
48093	1488540	1.42	True	-
48094	1011237	0.96	True	-
48095	404747	0.39	True	-
48096	392741	0.37	True	-
48097	404748	0.39	True	-
48098	404846	0.39	True	-
48099	404851	0.39	True	-
48100	11204290	10.69	True	-
48101	11089231	10.58	True	-
48102	11089201	10.58	True	-
48103	11089089	10.58	True	-
48104	11204259	10.69	True	-
48105	25588750	24.40	True	-
48106	24143143	23.02	True	-
48107	25588864	24.40	True	-
48108	24143208	23.02	True	-
48109	24143175	23.02	True	-
48110	19647992	18.74	True	-
48111	27454892	26.18	True	-
48112	27454835	26.18	True	-
48113	27454867	26.18	True	-
48114	19648115	18.74	True	-
48115	31089750	29.65	True	-
48116	37520683	35.78	True	-
48117	31089727	29.65	True	-
48118	31089730	29.65	True	-
48119	37520614	35.78	True	-
48120	1078053	1.03	True	-
48121	1511214	1.44	True	-
48122	1511314	1.44	True	-
48123	1077951	1.03	True	-
48124	1511230	1.44	True	-
48125	22287462	21.25	True	-
48126	25884096	24.68	True	-
48127	22287508	21.26	True	-
48128	22287530	21.26	True	-
48129	25884093	24.68	True	-
48130	2985673	2.85	True	-
48131	2393197	2.28	True	-
48132	2985806	2.85	True	-
48133	2985697	2.85	True	-
48134	2985793	2.85	True	-
48135	5411003	5.16	True	-
48136	3624388	3.46	True	-
48137	5410897	5.16	True	-
48138	5410963	5.16	True	-
48139	3624495	3.46	True	-
48140	1757523	1.68	True	-
48141	1615937	1.54	True	-
48142	1757545	1.68	True	-
48143	1757529	1.68	True	-
48144	1757612	1.68	True	-
48145	4454277	4.25	True	-
48146	4291239	4.09	True	-
48147	4291269	4.09	True	-
48148	4454317	4.25	True	-
48149	4454596	4.25	True	-
48150	6093739	5.81	True	-
48151	9371948	8.94	True	-
48152	9372053	8.94	True	-
48153	6093701	5.81	True	-
48154	6093724	5.81	True	-
48155	4248690	4.05	True	-
48156	4342526	4.14	True	-
48157	4248705	4.05	True	-
48158	4342569	4.14	True	-
48159	4248662	4.05	True	-
48160	15864751	15.13	True	-
48161	20542073	19.59	True	-
48162	20542078	19.59	True	-
48163	15864738	15.13	True	-
48164	15864737	15.13	True	-
48165	483669	0.46	True	-
48166	430595	0.41	True	-
48167	430657	0.41	True	-
48168	483629	0.46	True	-
48169	483647	0.46	True	-
48170	-1	-1.00	False	No image found for 4407194567 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
48171	-1	-1.00	False	No image found for 4407962334 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
48172	-1	-1.00	False	No image found for 4407194567 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
48173	-1	-1.00	False	No image found for 4407194567 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
48174	-1	-1.00	False	No image found for 4407194567 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
48175	2562617	2.44	True	-
48176	2012689	1.92	True	-
48177	2012630	1.92	True	-
48178	2562621	2.44	True	-
48179	2562612	2.44	True	-
48180	10790153	10.29	True	-
48181	10413030	9.93	True	-
48182	10790152	10.29	True	-
48183	10790112	10.29	True	-
48184	10413008	9.93	True	-
48185	954302	0.91	True	-
48186	978456	0.93	True	-
48187	978449	0.93	True	-
48188	954346	0.91	True	-
48189	954349	0.91	True	-
48190	462882	0.44	True	-
48191	403835	0.39	True	-
48192	462858	0.44	True	-
48193	462813	0.44	True	-
48194	403829	0.39	True	-
48195	1632518	1.56	True	-
48196	1632503	1.56	True	-
48197	1632533	1.56	True	-
48198	1632589	1.56	True	-
48199	1632515	1.56	True	-
48200	13586670	12.96	True	-
48201	14096670	13.44	True	-
48202	14096692	13.44	True	-
48203	13586482	12.96	True	-
48204	14096782	13.44	True	-
48205	10097959	9.63	True	-
48206	6536014	6.23	True	-
48207	6535954	6.23	True	-
48208	6535926	6.23	True	-
48209	10097895	9.63	True	-
48210	23711666	22.61	True	-
48211	23011304	21.95	True	-
48212	23711611	22.61	True	-
48213	23011213	21.95	True	-
48214	23011312	21.95	True	-
48215	3242760	3.09	True	-
48216	2671101	2.55	True	-
48217	3242735	3.09	True	-
48218	2671036	2.55	True	-
48219	3242783	3.09	True	-
48220	20285722	19.35	True	-
48221	25311860	24.14	True	-
48222	25311987	24.14	True	-
48223	20285716	19.35	True	-
48224	25311840	24.14	True	-
48225	19113089	18.23	True	-
48226	20190847	19.26	True	-
48227	19113045	18.23	True	-
48228	20190832	19.26	True	-
48229	20190836	19.26	True	-
48230	374045	0.36	True	-
48231	374927	0.36	True	-
48232	374021	0.36	True	-
48233	374929	0.36	True	-
48234	374990	0.36	True	-
48235	987242	0.94	True	-
48236	717939	0.68	True	-
48237	987241	0.94	True	-
48238	987262	0.94	True	-
48239	987318	0.94	True	-
48240	883293	0.84	True	-
48241	869203	0.83	True	-
48242	883286	0.84	True	-
48243	883187	0.84	True	-
48244	883191	0.84	True	-
48245	13363535	12.74	True	-
48246	13300977	12.68	True	-
48247	13301018	12.68	True	-
48248	13301002	12.68	True	-
48249	13363562	12.74	True	-
48250	451101	0.43	True	-
48251	357561	0.34	True	-
48252	357591	0.34	True	-
48253	357667	0.34	True	-
48254	451077	0.43	True	-
48255	5133606	4.90	True	-
48256	6729554	6.42	True	-
48257	5133596	4.90	True	-
48258	6729570	6.42	True	-
48259	6729563	6.42	True	-
48260	6482619	6.18	True	-
48261	6909097	6.59	True	-
48262	6482659	6.18	True	-
48263	6909067	6.59	True	-
48264	6909043	6.59	True	-
48265	1369680	1.31	True	-
48266	1316159	1.26	True	-
48267	1369723	1.31	True	-
48268	1369714	1.31	True	-
48269	1316171	1.26	True	-
48270	4821384	4.60	True	-
48271	4843650	4.62	True	-
48272	4843616	4.62	True	-
48273	4843595	4.62	True	-
48274	4821441	4.60	True	-
48275	16094808	15.35	True	-
48276	15535601	14.82	True	-
48277	16094774	15.35	True	-
48278	15535601	14.82	True	-
48279	15535595	14.82	True	-
48280	5790475	5.52	True	-
48281	5295035	5.05	True	-
48282	5790434	5.52	True	-
48283	5295043	5.05	True	-
48284	5790484	5.52	True	-
48285	13954051	13.31	True	-
48286	14882043	14.19	True	-
48287	13954084	13.31	True	-
48288	14882067	14.19	True	-
48289	14882071	14.19	True	-
48290	38162484	36.39	True	-
48291	47769520	45.56	True	-
48292	38162365	36.39	True	-
48293	38162365	36.39	True	-
48294	47769435	45.56	True	-
48295	2467372	2.35	True	-
48296	2207801	2.11	True	-
48297	2467333	2.35	True	-
48298	2207840	2.11	True	-
48299	2207810	2.11	True	-
48300	14891358	14.20	True	-
48301	15942356	15.20	True	-
